"year","state_abbr","state","proposed_sales_tax_change","proposed_income_tax_change","proposed_business_tax_change","proposed_cigarette_tax_change","proposed_motor_fuel_tax_change","proposed_other_tax_change","proposed_fee_change","total_proposed_change"
1988,"AL","Alabama",0,0,0,0,0,0,0,0
1988,"AK","Alaska",0,0,0,0,0,0,0,0
1988,"AZ","Arizona",50,20,6.2,0,0,0,0,76.2
1988,"AR","Arkansas",0,0,0,0,0,0,0,0
1988,"CA","California",0,0,0,0,0,0,0,0
1988,"CO","Colorado",0,0,0,0,0,0,0,0
1988,"CT","Connecticut",0,0,0,0,0,0,0,0
1988,"DE","Delaware",0,0,0,0,0,0,0,0
1988,"FL","Florida",0,0,0,0,0,0,0,0
1988,"GA","Georgia",0,0,0,0,0,0,0,0
1988,"HI","Hawaii",0,0,0,0,0,0,0,0
1988,"ID","Idaho",16.7,0,15,0,0,1.8,0,60
1988,"IL","Illinois",0,0,0,0,0,0,0,0
1988,"IN","Indiana",0,0,0,0,0,0,0,0
1988,"IA","Iowa",0,0,6,29.5,2.2,0,0,37.7
1988,"KS","Kansas",-7.3,-21.3,0,0,0,0,0,-28.6
1988,"KY","Kentucky",0,0,0,0,0,0,0,0
1988,"LA","Louisiana",0,0,0,0,0,0,0,0
1988,"ME","Maine",0,0,0,0,0,0,0,35
1988,"MD","Maryland",0,0,0,0,0,0,0,12
1988,"MA","Massachusettes",0,67,7,0,0,0,0,74
1988,"MI","Michigan",0,179,13,0,0,58,0,250
1988,"MN","Minnesota",26,0,12.4,0,0,-3.2,0,35.2
1988,"MS","Mississippi",0,0,0,0,0,0,0,0
1988,"MO","Missouri",0,0,0,0,0,0,0,0
1988,"MY","Montana",0,0,0,0,0,0,0,0
1988,"NE","Nebraska",0,0,0,0,0,0,0,0
1988,"NV","Nevada",0,0,0,0,0,0,0,0
1988,"NH","NewHampshire",0,0,0,0,0,0,0,0
1988,"NJ","NewJersey",0,0,0,0,0,0,0,0
1988,"NM","NewMexico",0,0,0,0,0,0,0,0
1988,"NY","NewYork",0,0,0,0,0,22,0,22
1988,"NC","NorthCarolina",0,0,0,0,0,-27,0,-27
1988,"ND","NorthDakota",0,0,0,0,0,0,0,0
1988,"OH","Ohio",0,0,0,0,0,0,0,0
1988,"OK","Oklahoma",0,-4,0,0,0,0,0,-4
1988,"OR","Oregon",0,0,0,0,0,0,0,0
1988,"PA","Pennsylvania",0,0,0,0,0,0,0,0
1988,"RI","RhodeIsland",0,0,0,0,0,0,0,0
1988,"SC","SouthCarolina",0,0,0,0,0,3.2,0,3.2
1988,"SD","SouthDakota",-48,0,0,0,0,0,0,-48
1988,"TN","Tennessee",0,0,0,0,0,0,0,0
1988,"TX","Texas",0,0,0,0,0,0,0,0
1988,"UT","Utah",0,0,0,0,0,0,0,0
1988,"VT","Vermont",0,-8.5,0,0,0,0,0,-8.5
1988,"VA","Virginia",0,0,0,0,0,0,0,0
1988,"WA","Washington",3.5,0,0,0,0,0,0,3.5
1988,"WV","WestVirginia",0,0,0,12.2,0,34.4,0,96.6
1988,"WI","Wisconsin",134,59,0,0,0,0,0,193
1988,"WY","Wyoming",0,0,0,12.8,0,0,0,16
1989,"AL","Alabama",0,0,0,0,0,0,0,0
1989,"AK","Alaska",0,0,0,0,0,0,0,0
1989,"AZ","Arizona",50,20,6.2,0,0,0,0,76.2
1989,"AR","Arkansas",0,0,0,0,0,0,0,0
1989,"CA","California",0,0,0,0,0,0,0,0
1989,"CO","Colorado",0,0,0,0,0,0,0,0
1989,"CT","Connecticut",0,0,0,0,0,0,0,0
1989,"DE","Delaware",0,0,0,0,0,0,0,0
1989,"FL","Florida",0,0,0,0,0,0,0,0
1989,"GA","Georgia",0,0,0,0,0,0,0,0
1989,"HI","Hawaii",0,0,0,0,0,0,0,0
1989,"ID","Idaho",17.7,0,15,0,0,1.8,0,61
1989,"IL","Illinois",0,0,0,0,0,0,0,0
1989,"IN","Indiana",0,0,0,0,0,0,0,0
1989,"IA","Iowa",0,0,6,29.5,2.2,0,0,38.7
1989,"KS","Kansas",-7.3,-21.3,1,0,0,0,0,-27.6
1989,"KY","Kentucky",0,0,0,0,0,0,0,0
1989,"LA","Louisiana",0,0,0,0,0,0,0,0
1989,"ME","Maine",0,0,0,0,0,0,0,35
1989,"MD","Maryland",0,0,0,0,0,0,0,12
1989,"MA","Massachusettes",0,67,7,0,0,0,0,74
1989,"MI","Michigan",0,179,13,0,0,58,0,250
1989,"MN","Minnesota",26,0,12.4,0,0,-3.2,0,35.2
1989,"MS","Mississippi",0,0,0,0,0,0,0,0
1989,"MO","Missouri",0,0,0,0,0,0,0,0
1989,"MY","Montana",0,0,0,0,0,0,0,0
1989,"NE","Nebraska",0,0,0,0,0,0,0,0
1989,"NV","Nevada",0,0,0,0,0,0,0,0
1989,"NH","NewHampshire",0,0,0,0,0,0,0,0
1989,"NJ","NewJersey",0,0,0,0,0,0,0,1
1989,"NM","NewMexico",0,0,0,0,0,1,0,1
1989,"NY","NewYork",0,0,0,0,0,22,0,22
1989,"NC","NorthCarolina",0,0,0,0,0,-27,0,-27
1989,"ND","NorthDakota",0,0,0,0,0,0,0,0
1989,"OH","Ohio",0,0,0,0,0,0,0,0
1989,"OK","Oklahoma",0,-4,0,0,0,0,0,-4
1989,"OR","Oregon",0,0,0,0,0,0,0,0
1989,"PA","Pennsylvania",0,0,0,0,0,0,0,0
1989,"RI","RhodeIsland",0,0,-2.9,0,0,0,0,-2.9
1989,"SC","SouthCarolina",0,0,0,0,0,3.2,0,3.2
1989,"SD","SouthDakota",-48,0,0,0,0,0,0,-47
1989,"TN","Tennessee",0,0,0,0,0,0,0,0
1989,"TX","Texas",0,0,0,0,0,0,0,0
1989,"UT","Utah",0,0,0,0,0,0,0,0
1989,"VT","Vermont",0,-8.5,0,0,0,1,0,-6.5
1989,"VA","Virginia",0,0,0,0,0,0,0,0
1989,"WA","Washington",3.6,0,0,0,0,0,0,3.6
1989,"WV","WestVirginia",0,0,0,12.2,0,34.4,0,96.6
1989,"WI","Wisconsin",134,59,0,0,0,0,0,193
1989,"WY","Wyoming",0,0,0,12.8,3.2,0,0,16
1990,"AL","Alabama",0,0,0,0,0,0,0,0
1990,"AK","Alaska",53,0,0,0,0,139,0,229
1990,"AZ","Arizona",0,0,10,30,10,205,0,255
1990,"AR","Arkansas",218.9,-36.9,15.7,9.8,2.3,8.6,0,218.4
1990,"CA","California",0,0,0,0,0,0,0,0
1990,"CO","Colorado",0,0,0,0,0,0,0,0
1990,"CT","Connecticut",404,214,70,0,0,0,0,736.7
1990,"DE","Delaware",0,-16.6,1,0,2.6,0,0,-5
1990,"FL","Florida",0,0,0,0,0,0,0,0
1990,"GA","Georgia",687,0,0,0,0,0,0,687
1990,"HI","Hawaii",0,-51,0,-21,-38,0,0,-110
1990,"ID","Idaho",0,5,7,0,0,0,0,12
1990,"IL","Illinois",0,0,0,180,0,0,0,180
1990,"IN","Indiana",0,0,0,0,0,0,0,0
1990,"IA","Iowa",0,0,0,0,0,0,0,0
1990,"KS","Kansas",0,-78.9,0,0,0,0,0,-78.9
1990,"KY","Kentucky",0,0,0,0,0,0,0,0
1990,"LA","Louisiana",-192,183,-10,25,5,29,0,133
1990,"ME","Maine",0,0,0,0,0,0,0,0
1990,"MD","Maryland",0,-32.2,0,0,0,0,0,-32.2
1990,"MA","Massachusettes",80,265,0,20,32,0,0,590
1990,"MI","Michigan",0,0,0,0,0,0,0,0
1990,"MN","Minnesota",0,0,0,0,0,40,0,40
1990,"MS","Mississippi",0,0,0,0,0,0,0,0
1990,"MO","Missouri",0,0,0,55,0,0,0,55
1990,"MY","Montana",0,0,0,0,0,0,0,0
1990,"NE","Nebraska",0,-23.5,0,0,0,0,0,-23.5
1990,"NV","Nevada",0,0,0,38.1,0,59.3,0,97.4
1990,"NH","NewHampshire",0,0,0,0,0,0,0,0
1990,"NJ","NewJersey",0,45,0,0,0,77,0,122
1990,"NM","NewMexico",0,0,0,0,0,0,0,0
1990,"NY","NewYork",72,0,52,108,45,142,0,419
1990,"NC","NorthCarolina",306,0,0,0,0,-12.2,0,293.8
1990,"ND","NorthDakota",22.6,34.9,0,0,0,7.2,0,74.5
1990,"OH","Ohio",0,757,78,90.1,31,0,0,956.1
1990,"OK","Oklahoma",0,0,0,0,0,0,0,0
1990,"OR","Oregon",0,0,40.5,0,0,0,0,40.5
1990,"PA","Pennsylvania",0,0,0,0,0,0,0,0
1990,"RI","RhodeIsland",20,0,7.6,0,4,5.9,0,51.3
1990,"SC","SouthCarolina",0,0,0,0,0,0,0,0
1990,"SD","SouthDakota",0,0,0,0,0,0,0,0
1990,"TN","Tennessee",15,0,0,0,0,4,0,93.3
1990,"TX","Texas",0,0,0,0,0,0,0,0
1990,"UT","Utah",0,0,0,0,0,-19,0,-19
1990,"VT","Vermont",0,-18.1,0,0,0,0,0,-18.1
1990,"VA","Virginia",0,-100,0,0,0,0,0,-100
1990,"WA","Washington",-422,441,0,0,0,-24,0,70
1990,"WV","WestVirginia",159,0,90,0,0,35,0,326
1990,"WI","Wisconsin",-3,-4,0,0,0,-6,0,-9.1
1990,"WY","Wyoming",0,0,0,2,0.2,0,0,2.2
1991,"AL","Alabama",0,0,0,0,0,55,0,55
1991,"AK","Alaska",0,0,0,0,0,0,0,34.2
1991,"AZ","Arizona",0,69.3,39.3,30.5,0,30.9,0,170
1991,"AR","Arkansas",0,0,0,0,0,0,0,0
1991,"CA","California",0,0,0,0,0,0,0,0
1991,"CO","Colorado",0,0,0,0,0,0,0,0
1991,"CT","Connecticut",0,0,0,0,0,0,0,0
1991,"DE","Delaware",0,0,0,0,5,2.9,0,7.9
1991,"FL","Florida",0,0,0,259.3,0,0,0,259.3
1991,"GA","Georgia",-125,0,0,0,0,0,0,-125
1991,"HI","Hawaii",0,-64,0,0,0,-45,0,-109
1991,"ID","Idaho",0,0,0,0,0,0,0,0
1991,"IL","Illinois",0,0,0,80,0,135,0,215
1991,"IN","Indiana",0,0,0,0,0,0,0,0
1991,"IA","Iowa",0,0,0,0,0,0,0,0
1991,"KS","Kansas",0,0,0,0,0,0,0,0
1991,"KY","Kentucky",82.4,332.2,30.2,37.8,0,0,0,482.6
1991,"LA","Louisiana",0,0,0,0,0,604,0,604
1991,"ME","Maine",0,0,0,0,0,0,0,0
1991,"MD","Maryland",29.5,0,0,0,0,4.7,0,34.2
1991,"MA","Massachusettes",0,0,0,0,0,12,0,12
1991,"MI","Michigan",0,0,0,0,0,0,0,0
1991,"MN","Minnesota",0,0,0,0,0,0,0,0
1991,"MS","Mississippi",0,0,0,0,0,0,0,0
1991,"MO","Missouri",5,0,0,0,0,0,0,5
1991,"MY","Montana",0,0,0,0,0,0,0,0
1991,"NE","Nebraska",0,0,0,0,0,0,0,0
1991,"NV","Nevada",0,0,0,0,0,0,0,0
1991,"NH","NewHampshire",0,0,0,7.8,1.9,16.1,0,35.8
1991,"NJ","NewJersey",1007,0,0,100,52,255,0,1414
1991,"NM","NewMexico",45.7,0,0,9.1,0,0,0,54.8
1991,"NY","NewYork",77,400,175,66,0,426,0,1144
1991,"NC","NorthCarolina",0,0,0,0,0,0,0,0
1991,"ND","NorthDakota",0,0,0,0,0,0,0,0
1991,"OH","Ohio",0,0,0,0,0,0,0,116
1991,"OK","Oklahoma",97,101.4,0,0,0,5,0,203.4
1991,"OR","Oregon",0,0,0,0,0,0,0,0
1991,"PA","Pennsylvania",0,0,0,0,0,0,0,0
1991,"RI","RhodeIsland",0,0,0,0,0,53.1,0,53.1
1991,"SC","SouthCarolina",0,0,0,0,0,0,0,0
1991,"SD","SouthDakota",0,0,0,0,0,0,0,0
1991,"TN","Tennessee",0,0,0,0,0,0,0,0
1991,"TX","Texas",0,0,0,0,0,0,0,0
1991,"UT","Utah",0,0,0,0,0,0,0,0
1991,"VT","Vermont",5,17.2,3.3,5,0,14,0,44.5
1991,"VA","Virginia",0,15,29.9,0,9.1,0,0,54
1991,"WA","Washington",0,0,0,0,0,0,0,130
1991,"WV","WestVirginia",0,0,0,0,0,0,0,0
1991,"WI","Wisconsin",0,0,0,0,0,0,0,0
1991,"WY","Wyoming",0,0,0,0,0,0,0,0
1992,"AL","Alabama",0,0,0,0,0,0,0,0
1992,"AK","Alaska",0,0,0,0,0,0,0,0
1992,"AZ","Arizona",0,0,0,0,0,0,0,0
1992,"AR","Arkansas",170,-14.2,0,0,0,0,0,155.8
1992,"CA","California",283,370,0,0,17,85,0,755
1992,"CO","Colorado",0,0,0,0,0,0,0,0
1992,"CT","Connecticut",-933.1,1834,-55,0,0,0,0,876.4
1992,"DE","Delaware",0,0,0,0,0,0,0,0
1992,"FL","Florida",55.9,0,0,0,0,332.9,0,388.8
1992,"GA","Georgia",0,0,0,0,0,0,0,0
1992,"HI","Hawaii",0,0,0,0,0,0,0,0
1992,"ID","Idaho",0,0,0,0,0,29,0,64
1992,"IL","Illinois",0,0,0,0,0,0,0,0
1992,"IN","Indiana",0,0,0,0,0,0,0,0
1992,"IA","Iowa",0,0,0,25.6,2.4,0,0,28
1992,"KS","Kansas",478.4,0,0,0,0,0,0,478.4
1992,"KY","Kentucky",0,0,0,0,0,0,0,0
1992,"LA","Louisiana",0,0,0,0,0,0,0,0
1992,"ME","Maine",10,6,21.7,0,0,26.3,0,64
1992,"MD","Maryland",0,0,0,0,0,0,0,0
1992,"MA","Massachusettes",0,0,0,0,0,0,0,0
1992,"MI","Michigan",0,0,0,0,0,101,0,101
1992,"MN","Minnesota",3,36,3,77,11,0,0,130
1992,"MS","Mississippi",0,0,0,0,0,0,0,0
1992,"MO","Missouri",0,0,0,0,0,0,0,0
1992,"MY","Montana",0,9.9,0,0,0,-4.2,0,5.7
1992,"NE","Nebraska",0,0,0,0,0,0,0,0
1992,"NV","Nevada",0,0,0,20.7,0,136.5,0,157.2
1992,"NH","NewHampshire",0,0,0,0,0,0,0,5
1992,"NJ","NewJersey",0,0,0,0,0,0,0,0
1992,"NM","NewMexico",0,0,0,0,0,0,0,0
1992,"NY","NewYork",69,0,25,0,0,189,0,783
1992,"NC","NorthCarolina",0,0,0,0,4.6,0,0,4.6
1992,"ND","NorthDakota",0,0,0,0,0,0,0,0
1992,"OH","Ohio",61.3,31.2,1.7,3.8,0,0,0,98
1992,"OK","Oklahoma",0,0,0,0,0,0,0,0
1992,"OR","Oregon",0,70,11,-10.4,0,0.4,0,71
1992,"PA","Pennsylvania",288,0,334,300,0,773,0,1695
1992,"RI","RhodeIsland",0,102,5,0,0,0,0,127.4
1992,"SC","SouthCarolina",0,0,0,0,0,0,0,0
1992,"SD","SouthDakota",0,0,0,0,0,0,0,0
1992,"TN","Tennessee",0,0,0,0,0,0,0,0
1992,"TX","Texas",0,0,0,0,0,500,0,500
1992,"UT","Utah",0,0,0,0,0,0,0,0
1992,"VT","Vermont",38.1,37.4,0,2.7,0,0,0,78.2
1992,"VA","Virginia",0,0,0,0,0,0,0,0
1992,"WA","Washington",0,0,0,0,0,96.4,0,96.4
1992,"WV","WestVirginia",0,0,0,0,0,0,0,0
1992,"WI","Wisconsin",0,0,0,0,0,0,0,0
1992,"WY","Wyoming",0,0,0,0,0,0,0,0
1993,"AL","Alabama",101.8,149.2,52,0,0,219,0,522
1993,"AK","Alaska",0,0,0,0,0,14.6,0,14.6
1993,"AZ","Arizona",0,-60,0,0,0,0,0,-60
1993,"AR","Arkansas",0,0,0,0,0,0,0,0
1993,"CA","California",0,142,66,0,0,0,0,208
1993,"CO","Colorado",0,0,0,0,0,0,0,0
1993,"CT","Connecticut",0,0,0,0,0,100.6,0,100.6
1993,"DE","Delaware",0,0,0,0,0,5,0,5
1993,"FL","Florida",661.8,0,244,1.9,8,438,0,1353.9
1993,"GA","Georgia",50,0,0,0,0,183,0,233
1993,"HI","Hawaii",0,-4,0,0,0,0,0,-4
1993,"ID","Idaho",0,0,0,0,0,0,0,0
1993,"IL","Illinois",10,0,20,10,83,0,0,123
1993,"IN","Indiana",0,0,0,0,0,0,0,0
1993,"IA","Iowa",9.5,0,0,21.6,0,66,0,97.1
1993,"KS","Kansas",0,0,0,0,0,0,0,0
1993,"KY","Kentucky",0,0,0,0,0,0,0,0
1993,"LA","Louisiana",0,0,0,0,0,177.6,0,177.6
1993,"ME","Maine",0,0,0,0,0,0,0,0
1993,"MD","Maryland",374.4,6,28.4,105,29,45.7,0,710.7
1993,"MA","Massachusetts",0,-140,-52,0,0,0,0,-192
1993,"MI","Michigan",0,0,-3,0,0,18.8,0,15.8
1993,"MN","Minnesota",-0.7,3,2,0,0,11,0,15.3
1993,"MS","Mississippi",0,0,0,0,0,0,0,0
1993,"MO","Missouri",0,0,-30,0,0,0,0,18.4
1993,"MY","Montana",0,49,0,0,0,0,0,49
1993,"NE","Nebraska",0,0,0,13,0,0,0,13
1993,"NV","Nevada",0,0,0,0,0,0,0,0
1993,"NH","NewHampshire",0,0,0,0,0,0,0,0
1993,"NJ","NewJersey",0,0,0,0,0,40.6,0,40.6
1993,"NM","NewMexico",0,0,0,0,0,0,0,0
1993,"NY","NewYork",69,45,10,0,0,154,0,321
1993,"NC","NorthCarolina",0,0,0,0,0,0,0,0
1993,"ND","NorthDakota",0,0,0,0,0,0,0,0
1993,"OH","Ohio",72,53.1,64.3,11.1,0,84.4,0,284.9
1993,"OK","Oklahoma",0,0,0,0,0,0,0,0
1993,"OR","Oregon",0,0,0,0,0,0,0,0
1993,"PA","Pennsylvania",0,0,0,0,0,77.5,0,77.5
1993,"RI","RhodeIsland",40.5,0,16.3,0,0,31.8,0,88.6
1993,"SC","SouthCarolina",5.6,0,0,0,0,73.2,0,78.8
1993,"SD","SouthDakota",0,0,0,4.1,0,0,0,4.1
1993,"TN","Tennessee",0,654,0,0,0,0,0,654
1993,"TX","Texas",0,0,0,0,0,0,0,0
1993,"UT","Utah",0,0,0,0,0,0,0,0
1993,"VT","Vermont",0,0,0,0,0,0,0,0
1993,"VA","Virginia",0,0,0,0,0,28.2,0,28.2
1993,"WA","Washington",20.7,0,11.9,0,0,9.3,0,41.9
1993,"WV","WestVirginia",0,0,0,0,0,0,0,0
1993,"WI","Wisconsin",9,15,0,19.5,0,1,0,44.5
1993,"WY","Wyoming",0,0,0,3.2,1.5,9.5,0,14.2
1994,"AL","Alabama",0,0,0,0,0,0,0,0
1994,"AK","Alaska",0,0,0,0,0,0,3,3
1994,"AZ","Arizona",-1.7,-47,0,0,0,0,0,-48.7
1994,"AR","Arkansas",0,0,0,28.6,0,41.3,21.8,91.7
1994,"CA","California",0,120,70,0,0,0,0,190
1994,"CO","Colorado",0,0,0,0,0,0,0,0
1994,"CT","Connecticut",0,0,0,23,5,103.6,3.8,135.4
1994,"DE","Delaware",0,0,0,0,0,0,5.3,5.3
1994,"FL","Florida",0,0,0,0,0,0,0,0
1994,"GA","Georgia",0,0,0,0,0,0,0,0
1994,"HI","Hawaii",0,0,0,0,0,0,0.9,0.9
1994,"ID","Idaho",112,50,0,0,0,6,0,168
1994,"IL","Illinois",0,0,0,0,0,0,0,0
1994,"IN","Indiana",0,0,0,0,0,0,0,0
1994,"IA","Iowa",0,0,0,0,0,0,0,0
1994,"KS","Kansas",0,0,0,0,0,0,0,0
1994,"KY","Kentucky",0,0,0,0,0,0,0,0
1994,"LA","Louisiana",100,0,50,0,0,130,0,480
1994,"ME","Maine",0,0,0,0,0,0,0,0
1994,"MD","Maryland",-2.8,0,0,0,0,0,18.5,15.7
1994,"MA","Massachusettes",0,0,0,119,0,22.8,-37.5,104.3
1994,"MI","Michigan",24,0,0,0,32,-10,0,46
1994,"MN","Minnesota",-8.4,-5,0,0,0,15.2,2.3,4.1
1994,"MS","Mississippi",0,0,0,0,0,0,0,0
1994,"MO","Missouri",0,0,0,0,0,0,0,0
1994,"MY","Montana",97,-18,0,0,0,-13,0,117
1994,"NE","Nebraska",0,0,0,0,0,0,9,9
1994,"NV","Nevada",0,0,0,0,0,3.3,3.5,6.8
1994,"NH","NewHampshire",0,0,0,0,0,-4,0,-4
1994,"NJ","NewJersey",0,0,0,0,0,0,0,0
1994,"NM","NewMexico",0,0,0,9.9,0,23.9,0,33.8
1994,"NY","NewYork",18,0,56,180,0,83,88,425
1994,"NC","NorthCarolina",0,-4,0,0,0,0,0,-4
1994,"ND","NorthDakota",0,0,0,0,0,23.4,0,23.4
1994,"OH","Ohio",218.7,47.6,3.8,66.5,12.8,67,0,471.4
1994,"OK","Oklahoma",0,0,0,0,0,0,0,0
1994,"OR","Oregon",0,0,2.5,18.2,31.2,0,13.4,65.3
1994,"PA","Pennsylvania",0,0,0,0,0,132,0,132
1994,"RI","RhodeIsland",0,-8.4,-6,4.5,0,0,5.8,0
1994,"SC","SouthCarolina",0,0,0,0,0,0,0,0
1994,"SD","SouthDakota",0,0,0,0,0,0,0,0
1994,"TN","Tennessee",0,0,0,0,0,0,0,0
1994,"TX","Texas",0,0,0,0,0,0,0,0
1994,"UT","Utah",0,0,0,0,0,0,0,0
1994,"VT","Vermont",0,0,0,0,0,0,0,0
1994,"VA","Virginia",0,0,0,0,0,0,0,0
1994,"WA","Washington",636.6,0,-6.1,75.1,6.1,26.4,80.9,945.1
1994,"WV","WestVirginia",18,10,10,0,0,38.8,0,126.8
1994,"WI","Wisconsin",0,0,0,0,0,0,0,0
1994,"WY","Wyoming",66.4,0,0,4,2.4,19,2.7,132.1
1995,"AL","Alabama",0,0,0,0,0,0,0,0
1995,"AK","Alaska",0,0,0,9,6,21.9,1,120.1
1995,"AZ","Arizona",0,-100,0,0,0,0,0,-100
1995,"AR","Arkansas",0,0,0,0,0,0,0,0
1995,"CA","California",0,-95,0,0,0,0,0,-95
1995,"CO","Colorado",0,0,0,0,0,0,0,0
1995,"CT","Connecticut",0,-10,0,0,0,0,12,2
1995,"DE","Delaware",0,0,0,0,0,0,0,0
1995,"FL","Florida",0,0,0,0,0,0,33.7,33.7
1995,"GA","Georgia",-40,-140,0,0,0,0,0,-180
1995,"HI","Hawaii",0,0,0,0,0,2,4.3,6.3
1995,"ID","Idaho",0,0,0,0,0,0,0,0
1995,"IL","Illinois",0,0,0,0,0,0,0,0
1995,"IN","Indiana",0,0,0,0,0,0,0,0
1995,"IA","Iowa",0,0,0,0,0,0,0,0
1995,"KS","Kansas",0,0,0,0,0,0,0,0
1995,"KY","Kentucky",0,0,0,0,0,0,0,0
1995,"LA","Louisiana",0,0,0,0,0,0,0,0
1995,"ME","Maine",0,0,0,0,0,0,0,0
1995,"MD","Maryland",0,0,0,70,0,0,8.6,78.6
1995,"MA","Massachusettes",0,-105,0,0,0,0,0,-105
1995,"MI","Michigan",1883,-255,0,343,0,1173.5,0,3144.5
1995,"MN","Minnesota",0,-11.3,0,0,0,0,-5.4,-16.7
1995,"MS","Mississippi",0,-71.5,0,0,0,0,0,-71.5
1995,"MO","Missouri",0,0,0,0,0,20,5,25
1995,"MY","Montana",0,0,0,0,0,27.7,2.4,70.1
1995,"NE","Nebraska",0,0,0,0,0,-3.8,0,-3.8
1995,"NV","Nevada",0,0,0,0,0,0,0,0
1995,"NH","NewHampshire",0,0,-14,0,0,0,0,-14
1995,"NJ","NewJersey",0,-549,-40,0,0,0,64,-525
1995,"NM","NewMexico",0,-18,0,0,0,0,0,-58.2
1995,"NY","NewYork",-12,-65,-78,0,0,-38,10.8,-182.2
1995,"NC","NorthCarolina",0,0,0,0,0,0,0,0
1995,"ND","NorthDakota",0,0,0,0,0,0,0,0
1995,"OH","Ohio",0,0,0,0,0,0,5,5
1995,"OK","Oklahoma",0,0,0,0,0,0,12.4,12.4
1995,"OR","Oregon",0,3.7,-2.6,29.3,4.2,6.1,0,40.7
1995,"PA","Pennsylvania",0,-52,-72.7,0,0,-2,0,-126.7
1995,"RI","RhodeIsland",0,0,0,5.5,0,-1.7,71.4,75.2
1995,"SC","SouthCarolina",0,-9,0,0,0,0,0,-9
1995,"SD","SouthDakota",0,0,0,0,0,0,0,0
1995,"TN","Tennessee",0,0,0,0,0,0,0,0
1995,"TX","Texas",-191,0,0,0,0,0,0,-191
1995,"UT","Utah",4.1,0,0,0,0,0,0,4.1
1995,"VT","Vermont",0,-45.1,0,0,0,-8.8,0,-53.9
1995,"VA","Virginia",-11.4,-32.4,-15.9,0,0,0,0,-59.7
1995,"WA","Washington",-12.6,0,-9.3,0,0,0,2.4,-19.5
1995,"WV","WestVirginia",0,0,4.8,0,0,0,0,4.8
1995,"WI","Wisconsin",0,0,0,0,0,0,0,0
1995,"WY","Wyoming",0,0,0,0,0,0,0,0
1996,"AL","Alabama",0,0,0,0,0,0,0,0
1996,"AK","Alaska",0,0,0,0,0,0,0,0
1996,"AZ","Arizona",0,-200,0,0,0,0,0,-200
1996,"AR","Arkansas",0,0,0,0,0,0,0,0
1996,"CA","California",0,-105,-125,0,0,0,0,-230
1996,"CO","Colorado",0,0,0,0,0,0,0,0
1996,"CT","Connecticut",0,-222.7,0,0,0,0,26,-196.7
1996,"DE","Delaware",0,-28,0,0,0,0,0,-28
1996,"FL","Florida",0,0,0,0,0,0,13,13
1996,"GA","Georgia",0,0,0,0,0,0,0,0
1996,"HI","Hawaii",3,23.6,0,0,0,0,1.5,28.1
1996,"ID","Idaho",-40,0,0,0,0,0,0,-40
1996,"IL","Illinois",0,0,0,0,0,0,0,0
1996,"IN","Indiana",0,0,0,0,0,-50.1,0,-50.1
1996,"IA","Iowa",0,0,0,0,0,0,0,0
1996,"KS","Kansas",-30.1,0,0,0,0,-43.6,0,-73.7
1996,"KY","Kentucky",0,0,0,0,0,-34,0,-34
1996,"LA","Louisiana",0,0,0,0,0,0,0,0
1996,"ME","Maine",0,0,0,0,0,0,0,0
1996,"MD","Maryland",0,0,0,0,0,0,0,0
1996,"MA","Massachusettes",-7,-20,-7.4,0,0,-0.2,0,-34.6
1996,"MI","Michigan",0,-96.8,-105,0,0,-45,12.2,-234.6
1996,"MN","Minnesota",-1.6,-3.2,-80,0,0,0,-1.8,-86.6
1996,"MS","Mississippi",0,-11.3,0,0,0,0,0,-11.3
1996,"MO","Missouri",0,-10,0,0,0,0,0,-10
1996,"MY","Montana",0,-25,0,0,0,0,0,-25
1996,"NE","Nebraska",0,-40,0,0,0,0,0,-40
1996,"NV","Nevada",0,0,0,0,0,0,0,0
1996,"NH","NewHampshire",0,0,0,0,0,0,0,0
1996,"NJ","NewJersey",-20,-247,-47,0,30,100,17.7,-166.3
1996,"NM","NewMexico",-2.1,-46.5,0,0,0,0,0,-85.1
1996,"NY","NewYork",0,-720,-5,0,0,0,1.5,-723.5
1996,"NC","NorthCarolina",0,-233.1,0,0,0,-110,0,-343.1
